timestep,episodic_return
999,113.15488849848612
2000,19.986956427183006
3001,38.569790674477886
4002,5.865068456857984
5003,63.11327744648975
6004,24.813953821855158
7005,45.346456208860566
8006,8.816212396553697
9007,21.408431087877876
10008,97.73484394343332
11009,244.63240589353595
12010,319.21872576416513
13011,265.2217544741186
14012,218.57556135249607
15013,161.33374320549478
16014,162.02494519995466
17015,297.57886672951884
18016,247.90722865302286
19017,313.4023304724771
20018,334.0232975116043
21019,456.84773122611335
22020,317.34892494533744
23021,294.6619454560412
24022,343.5397662294069
25023,246.39451119936754
26024,356.08485257001183
27025,414.50788650433077
28026,421.3697299921464
29027,383.2309428726379
30028,326.59514260206856
31029,390.7967174133115
32030,365.2739725229365
33031,284.0117129953334
34032,327.60098637390047
35033,413.20630178834244
36034,366.66198706101034
37035,466.50812996115474
38036,382.07298797383135
39037,421.47711907118645
40038,419.97867077477093
41039,464.411854646771
42040,428.537814718887
43041,449.5451297889693
44042,536.63471561407
45043,548.1346405871377
46044,437.2756203064406
47045,487.55808018641073
48046,519.0770586005915
49047,422.0876904463947
50048,490.65012605154914
51049,536.9285988346155
52050,545.256932308248
53051,517.4497502545574
54052,477.56837923092735
55053,557.1814046562006
56054,530.908467729477
57055,561.9261234407977
58056,480.5477555541853
59057,558.4874534610478
60058,646.6777146955362
61059,625.9964286919974
62060,606.938917392142
63061,637.4117832753092
64062,613.3219350087377
65063,638.2399276555218
66064,626.0814014839814
67065,636.1638962792592
68066,650.7868243115341
69067,643.0100995343482
70068,672.2954295529953
71069,697.3853445262555
72070,689.4544225539354
73071,687.3125333285892
74072,666.5145854762999
75073,674.5232222419274
76074,663.7532351884644
77075,658.3753768261884
78076,656.2016648967362
79077,638.2818087240394
80078,691.224553071795
81079,678.7252478640594
82080,658.6974536145374
83081,651.8416575833792
84082,646.1676396781326
85083,646.5692802086367
86084,668.324296361237
87085,678.0653560133157
88086,672.1629629893254
89087,675.2014678771991
90088,647.0705883462194
91089,603.6621084037931
92090,642.7348025630876
93091,653.3582161440658
94092,680.6933838519979
95093,679.0419973696352
96094,674.9785055954245
97095,742.6636155963649
98096,689.5366297152796
99097,692.3421111728422
100098,679.7256753036752
101099,695.1990234744139
102100,698.3617259915303
103101,670.0194423246606
104102,697.5045561972653
105103,693.1860667028698
106104,678.6864164780571
107105,689.5556524255173
108106,723.8246580206074
109107,644.3066314821693
110108,722.5760534701313
111109,679.692510690116
112110,692.9535782431141
113111,721.0110130044433
114112,694.354041010741
115113,736.896491032856
116114,713.7120168923293
117115,764.883081598938
118116,742.9272485722535
119117,725.3426269482629
120118,706.2194143457641
121119,713.5890623824929
122120,730.3433537389867
123121,668.6055038909637
124122,772.3405007033865
125123,678.0224263255889
126124,778.385952373881
127125,776.2434454217563
128126,791.8387038941693
129127,778.4531281236842
130128,765.1997431489908
131129,783.4028805019695
132130,747.7543831954478
133131,693.2538641148728
134132,718.4362570362052
135133,740.9932471767336
136134,729.7028593872205
137135,815.3713744837609
138136,778.8813459645421
139137,772.1980552380974
140138,792.8223204333369
141139,759.2175753765612
142140,754.9930079057303
143141,798.7556167625899
144142,803.9774460552084
145143,814.0784334815859
146144,702.1035079041533
147145,776.2788819266001
148146,768.5333263132441
149147,816.6585466661138
150148,777.4847195961603
151149,799.2402988515571
152150,818.4023296398591
153151,814.2403899509435
154152,789.9961027986167
155153,790.1343067999584
156154,814.6429985983139
157155,815.3342566705074
158156,736.6389215626763
159157,800.5559211720018
160158,737.4294802485042
161159,789.7860819254554
162160,793.3942750987547
163161,749.3060660301795
164162,711.6578667139394
165163,704.5662695559465
166164,801.180987846521
167165,799.8106132042329
168166,767.8039807665067
169167,787.3428886848511
170168,750.9273859171278
171169,836.1617974273851
172170,712.5562333206698
173171,733.6553508063266
174172,851.8287117856374
175173,769.2257398121695
176174,849.9153485077805
177175,760.3442285215954
178176,775.7387829594805
179177,799.9640731753855
180178,770.7023251882589
181179,775.3474114461579
182180,770.88503026589
183181,756.6392495808539
184182,772.269540260017
185183,849.1941942492974
186184,769.5076403443311
