Beginning training
global_step=1000, episodic_return=30.92
SPS: 152
global_step=2001, episodic_return=23.65
SPS: 162
global_step=3002, episodic_return=128.51
SPS: 165
global_step=4003, episodic_return=163.63
SPS: 167
global_step=5004, episodic_return=144.83
SPS: 168
global_step=6005, episodic_return=174.29
SPS: 168
global_step=7006, episodic_return=163.05
SPS: 168
global_step=8007, episodic_return=310.32
SPS: 169
global_step=9008, episodic_return=228.72
SPS: 169
global_step=10009, episodic_return=184.95
SPS: 169
global_step=11010, episodic_return=98.98
SPS: 170
global_step=12011, episodic_return=150.18
SPS: 170
global_step=13012, episodic_return=193.70
SPS: 170
global_step=14013, episodic_return=179.13
SPS: 170
global_step=15014, episodic_return=151.65
SPS: 170
global_step=16015, episodic_return=187.45
SPS: 170
global_step=17016, episodic_return=143.92
SPS: 170
global_step=18017, episodic_return=143.45
SPS: 170
global_step=19018, episodic_return=222.76
SPS: 170
global_step=20019, episodic_return=187.07
SPS: 170
global_step=21020, episodic_return=184.27
SPS: 170
global_step=22021, episodic_return=162.29
SPS: 170
global_step=23022, episodic_return=219.98
SPS: 170
global_step=24023, episodic_return=242.02
SPS: 170
global_step=25024, episodic_return=179.55
SPS: 170
global_step=26025, episodic_return=182.38
SPS: 170
global_step=27026, episodic_return=192.56
SPS: 170
global_step=28027, episodic_return=208.35
SPS: 170
global_step=29028, episodic_return=161.26
SPS: 170
global_step=30029, episodic_return=192.52
SPS: 170
global_step=31030, episodic_return=170.50
SPS: 170
global_step=32031, episodic_return=215.91
SPS: 170
global_step=33032, episodic_return=182.02
SPS: 170
global_step=34033, episodic_return=216.52
SPS: 170
global_step=35034, episodic_return=190.03
SPS: 170
global_step=36035, episodic_return=223.80
SPS: 170
global_step=37036, episodic_return=174.65
SPS: 170
global_step=38037, episodic_return=131.32
SPS: 170
global_step=39038, episodic_return=190.51
SPS: 170
global_step=40039, episodic_return=202.52
SPS: 170
global_step=41040, episodic_return=225.56
SPS: 170
global_step=42041, episodic_return=206.77
SPS: 170
global_step=43042, episodic_return=173.24
SPS: 170
global_step=44043, episodic_return=182.78
global_step=45044, episodic_return=213.09
SPS: 170
global_step=46045, episodic_return=222.36
SPS: 170
global_step=47046, episodic_return=182.28
SPS: 170
global_step=48047, episodic_return=201.67
SPS: 170
global_step=49048, episodic_return=166.59
SPS: 170
global_step=50049, episodic_return=183.20
SPS: 170
