Beginning training
global_step=1000, episodic_return=9.47
SPS: 156
global_step=2001, episodic_return=7.97
SPS: 164
global_step=3002, episodic_return=8.24
SPS: 166
global_step=4003, episodic_return=11.46
SPS: 167
global_step=5004, episodic_return=18.79
SPS: 168
global_step=6005, episodic_return=23.73
SPS: 168
global_step=7006, episodic_return=27.53
SPS: 169
global_step=8007, episodic_return=26.37
SPS: 168
global_step=9008, episodic_return=27.57
SPS: 168
global_step=10009, episodic_return=33.50
SPS: 169
global_step=11010, episodic_return=41.33
SPS: 169
global_step=12011, episodic_return=47.39
SPS: 169
global_step=13012, episodic_return=55.91
SPS: 169
global_step=14013, episodic_return=63.02
SPS: 169
global_step=15014, episodic_return=59.69
SPS: 169
global_step=16015, episodic_return=81.59
SPS: 169
global_step=17016, episodic_return=91.90
SPS: 169
global_step=18017, episodic_return=112.30
SPS: 169
global_step=19018, episodic_return=115.81
SPS: 169
global_step=20019, episodic_return=87.96
SPS: 169
global_step=21020, episodic_return=104.93
SPS: 169
global_step=22021, episodic_return=43.72
SPS: 169
global_step=23022, episodic_return=93.59
SPS: 169
global_step=24023, episodic_return=122.02
SPS: 169
global_step=25024, episodic_return=88.52
SPS: 169
global_step=26025, episodic_return=92.09
SPS: 169
global_step=27026, episodic_return=55.98
SPS: 170
global_step=28027, episodic_return=107.46
SPS: 170
global_step=29028, episodic_return=108.79
SPS: 170
global_step=30029, episodic_return=119.90
SPS: 170
global_step=31030, episodic_return=87.07
SPS: 170
global_step=32031, episodic_return=95.58
SPS: 170
global_step=33032, episodic_return=95.25
SPS: 170
global_step=34033, episodic_return=152.36
SPS: 170
global_step=35034, episodic_return=115.25
SPS: 170
global_step=36035, episodic_return=26.82
SPS: 170
global_step=37036, episodic_return=22.38
SPS: 170
global_step=38037, episodic_return=132.46
SPS: 170
global_step=39038, episodic_return=135.12
SPS: 170
global_step=40039, episodic_return=126.16
SPS: 170
global_step=41040, episodic_return=150.07
SPS: 170
global_step=42041, episodic_return=158.98
SPS: 170
global_step=43042, episodic_return=68.74
SPS: 170
global_step=44043, episodic_return=161.97
global_step=45044, episodic_return=175.71
SPS: 170
global_step=46045, episodic_return=145.04
SPS: 170
global_step=47046, episodic_return=188.56
SPS: 170
global_step=48047, episodic_return=151.98
SPS: 170
global_step=49048, episodic_return=191.96
SPS: 170
global_step=50049, episodic_return=217.86
SPS: 170
global_step=51050, episodic_return=173.37
SPS: 170
global_step=52051, episodic_return=111.72
SPS: 170
global_step=53052, episodic_return=26.45
SPS: 170
global_step=54053, episodic_return=185.80
SPS: 170
global_step=55054, episodic_return=192.26
SPS: 170
global_step=56055, episodic_return=126.73
SPS: 170
global_step=57056, episodic_return=172.81
SPS: 170
global_step=58057, episodic_return=255.63
SPS: 170
global_step=59058, episodic_return=207.46
SPS: 170
global_step=60059, episodic_return=82.62
SPS: 170
global_step=61060, episodic_return=230.45
SPS: 170
global_step=62061, episodic_return=197.90
SPS: 170
global_step=63062, episodic_return=219.50
SPS: 170
global_step=64063, episodic_return=40.84
SPS: 170
global_step=65064, episodic_return=184.38
SPS: 170
global_step=66065, episodic_return=224.08
SPS: 170
global_step=67066, episodic_return=216.45
SPS: 170
global_step=68067, episodic_return=156.11
