Beginning training
global_step=999, episodic_return=8.00
global_step=2000, episodic_return=105.00
global_step=3001, episodic_return=93.00
global_step=4002, episodic_return=0.00
SPS: 3941
global_step=5003, episodic_return=26.00
SPS: 366
global_step=6004, episodic_return=0.00
SPS: 221
global_step=7005, episodic_return=165.00
SPS: 170
global_step=8006, episodic_return=0.00
SPS: 145
global_step=9007, episodic_return=0.00
SPS: 129
global_step=10008, episodic_return=40.00
SPS: 119
global_step=11009, episodic_return=24.00
SPS: 111
global_step=12010, episodic_return=15.00
SPS: 105
global_step=13011, episodic_return=0.00
SPS: 101
global_step=14012, episodic_return=76.00
SPS: 98
global_step=15013, episodic_return=12.00
SPS: 95
global_step=16014, episodic_return=0.00
SPS: 92
global_step=17015, episodic_return=948.00
SPS: 90
global_step=18016, episodic_return=0.00
SPS: 88
global_step=19017, episodic_return=0.00
SPS: 87
global_step=20018, episodic_return=22.00
SPS: 85
global_step=21019, episodic_return=0.00
SPS: 84
global_step=22020, episodic_return=0.00
SPS: 83
global_step=23021, episodic_return=773.00
SPS: 82
global_step=24022, episodic_return=572.00
SPS: 81
global_step=25023, episodic_return=154.00
SPS: 81
global_step=26024, episodic_return=0.00
SPS: 80
global_step=27025, episodic_return=0.00
SPS: 79
global_step=28026, episodic_return=911.00
SPS: 79
global_step=29027, episodic_return=0.00
SPS: 78
global_step=30028, episodic_return=0.00
SPS: 78
global_step=31029, episodic_return=0.00
SPS: 77
global_step=32030, episodic_return=0.00
SPS: 77
global_step=33031, episodic_return=987.00
SPS: 76
global_step=34032, episodic_return=0.00
SPS: 76
global_step=35033, episodic_return=280.00
SPS: 76
global_step=36034, episodic_return=196.00
SPS: 75
global_step=37035, episodic_return=0.00
SPS: 75
global_step=38036, episodic_return=884.00
SPS: 75
global_step=39037, episodic_return=0.00
SPS: 75
global_step=40038, episodic_return=7.00
SPS: 74
global_step=41039, episodic_return=934.00
SPS: 74
global_step=42040, episodic_return=16.00
SPS: 73
global_step=43041, episodic_return=0.00
SPS: 73
global_step=44042, episodic_return=506.00
SPS: 73
global_step=45043, episodic_return=948.00
SPS: 73
global_step=46044, episodic_return=0.00
SPS: 73
global_step=47045, episodic_return=765.00
SPS: 72
global_step=48046, episodic_return=54.00
SPS: 72
global_step=49047, episodic_return=885.00
SPS: 72
global_step=50048, episodic_return=821.00
SPS: 72
global_step=51049, episodic_return=0.00
SPS: 72
global_step=52050, episodic_return=0.00
SPS: 72
global_step=53051, episodic_return=0.00
SPS: 72
global_step=54052, episodic_return=980.00
SPS: 71
global_step=55053, episodic_return=95.00
SPS: 71
global_step=56054, episodic_return=0.00
SPS: 71
global_step=57055, episodic_return=0.00
SPS: 71
global_step=58056, episodic_return=0.00
SPS: 71
global_step=59057, episodic_return=950.00
SPS: 71
