timestep,episodic_return
999,0.0
2000,0.0
3001,0.0
4002,0.0
5003,9.835881161596522
6004,16.41582964806214
7005,0.0
8006,0.0
9007,0.0
10008,0.0
11009,0.0
12010,0.0
13011,0.0
14012,0.0
15013,0.0
16014,0.0
17015,0.0
18016,0.0
19017,39.53402583632192
20018,0.0
21019,0.0
22020,0.0
23021,0.0
24022,0.0
25023,0.0
26024,12.49503504291625
27025,0.0
28026,0.0
29027,0.0
30028,0.0
31029,17.062771372694606
32030,0.0
33031,11.343001877746312
34032,0.0
35033,0.0
36034,20.494864111167757
37035,0.0
38036,0.0
39037,0.0
40038,0.0
41039,0.0
42040,38.70532710065852
43041,19.652837345567985
44042,0.0
45043,11.015713146162419
46044,0.0
47045,0.0
48046,0.0
49047,0.0
50048,0.0
51049,0.0
52050,0.0
53051,0.0
54052,9.091459840061237
55053,0.0
56054,0.0
57055,0.0
58056,0.0
59057,0.0
60058,11.485157558652794
61059,0.0
62060,27.79894926477848
63061,0.0
64062,0.0
65063,0.0
66064,0.0
67065,0.0
68066,0.0
69067,0.0
70068,0.0
71069,0.0
72070,6.864320803479447
73071,0.0
74072,0.0
75073,0.0
76074,0.0
77075,0.0
78076,0.0
79077,0.0
80078,0.0
81079,0.0
82080,0.0
83081,12.848198042646843
84082,0.0
85083,0.0
86084,22.375092944564695
87085,0.0
88086,36.1356335524681
89087,0.0
90088,0.0
91089,0.0
92090,0.0
93091,0.0
94092,0.0
95093,2.5901810245312324
96094,19.824133916162918
97095,0.0
98096,0.0
99097,0.0
100098,12.260482967581295
101099,0.0
102100,0.0
103101,0.0
104102,0.0
105103,0.0
106104,0.0
107105,0.0
108106,0.0
109107,0.0
110108,0.0
111109,0.0
112110,0.0
113111,0.0
114112,26.623801809427494
115113,0.0
116114,0.0
117115,0.0
118116,0.0
119117,0.0
120118,20.09266094648843
121119,0.0
122120,30.97437790265897
123121,0.0
124122,6.326773283715781
125123,0.0
126124,35.09601955698743
127125,6.348769219250455
128126,0.0
129127,7.591459697150105
