Beginning training
global_step=1000, episodic_return=3.11
global_step=2001, episodic_return=0.61
global_step=3002, episodic_return=6.31
global_step=4003, episodic_return=2.30
global_step=5004, episodic_return=2.46
global_step=6005, episodic_return=3.50
global_step=7006, episodic_return=5.83
global_step=8007, episodic_return=6.25
SPS: 679
global_step=9008, episodic_return=8.30
global_step=10009, episodic_return=8.29
global_step=11010, episodic_return=2.94
global_step=12011, episodic_return=4.96
global_step=13012, episodic_return=7.63
global_step=14013, episodic_return=3.28
global_step=15014, episodic_return=10.12
global_step=16015, episodic_return=7.82
SPS: 680
global_step=17016, episodic_return=5.84
global_step=18017, episodic_return=5.57
global_step=19018, episodic_return=8.09
global_step=20019, episodic_return=11.57
global_step=21020, episodic_return=11.99
global_step=22021, episodic_return=6.60
global_step=23022, episodic_return=5.56
global_step=24023, episodic_return=15.75
SPS: 681
global_step=25024, episodic_return=8.01
global_step=26025, episodic_return=6.11
global_step=27026, episodic_return=16.55
global_step=28027, episodic_return=12.28
global_step=29028, episodic_return=11.51
global_step=30029, episodic_return=14.95
global_step=31030, episodic_return=13.67
global_step=32031, episodic_return=18.03
SPS: 682
global_step=33032, episodic_return=23.55
global_step=34033, episodic_return=37.53
global_step=35034, episodic_return=27.34
global_step=36035, episodic_return=20.82
global_step=37036, episodic_return=19.59
global_step=38037, episodic_return=21.23
global_step=39038, episodic_return=15.80
global_step=40039, episodic_return=17.41
SPS: 682
global_step=41040, episodic_return=27.65
global_step=42041, episodic_return=33.06
global_step=43042, episodic_return=33.03
global_step=44043, episodic_return=43.11
global_step=45044, episodic_return=23.34
global_step=46045, episodic_return=28.18
global_step=47046, episodic_return=44.64
global_step=48047, episodic_return=26.23
global_step=49048, episodic_return=31.28
SPS: 683
global_step=50049, episodic_return=42.38
global_step=51050, episodic_return=59.00
global_step=52051, episodic_return=36.98
global_step=53052, episodic_return=48.29
global_step=54053, episodic_return=37.34
global_step=55054, episodic_return=54.72
global_step=56055, episodic_return=52.36
global_step=57056, episodic_return=38.02
SPS: 683
global_step=58057, episodic_return=58.61
global_step=59058, episodic_return=58.00
global_step=60059, episodic_return=59.31
global_step=61060, episodic_return=63.69
global_step=62061, episodic_return=59.03
global_step=63062, episodic_return=60.19
global_step=64063, episodic_return=76.02
global_step=65064, episodic_return=66.21
SPS: 683
global_step=66065, episodic_return=68.22
global_step=67066, episodic_return=80.66
global_step=68067, episodic_return=95.92
global_step=69068, episodic_return=64.09
global_step=70069, episodic_return=90.77
global_step=71070, episodic_return=73.49
global_step=72071, episodic_return=82.47
global_step=73072, episodic_return=70.16
SPS: 684
global_step=74073, episodic_return=77.22
global_step=75074, episodic_return=82.18
global_step=76075, episodic_return=78.21
global_step=77076, episodic_return=94.69
global_step=78077, episodic_return=79.24
global_step=79078, episodic_return=100.87
global_step=80079, episodic_return=85.79
global_step=81080, episodic_return=103.21
SPS: 684
global_step=82081, episodic_return=110.57
global_step=83082, episodic_return=121.37
global_step=84083, episodic_return=96.85
global_step=85084, episodic_return=90.05
global_step=86085, episodic_return=107.34
global_step=87086, episodic_return=101.10
global_step=88087, episodic_return=97.43
global_step=89088, episodic_return=123.24
global_step=90089, episodic_return=95.31
SPS: 684
global_step=91090, episodic_return=117.72
global_step=92091, episodic_return=125.05
global_step=93092, episodic_return=58.45
global_step=94093, episodic_return=120.84
global_step=95094, episodic_return=122.40
global_step=96095, episodic_return=103.36
global_step=97096, episodic_return=104.02
global_step=98097, episodic_return=137.55
SPS: 684
global_step=99098, episodic_return=165.31
global_step=100099, episodic_return=93.15
global_step=101100, episodic_return=143.25
global_step=102101, episodic_return=161.74
global_step=103102, episodic_return=133.36
global_step=104103, episodic_return=126.08
global_step=105104, episodic_return=125.47
global_step=106105, episodic_return=163.03
SPS: 684
global_step=107106, episodic_return=81.94
global_step=108107, episodic_return=137.30
global_step=109108, episodic_return=140.40
global_step=110109, episodic_return=86.65
global_step=111110, episodic_return=67.72
global_step=112111, episodic_return=66.00
global_step=113112, episodic_return=151.15
global_step=114113, episodic_return=148.03
SPS: 684
global_step=115114, episodic_return=153.54
global_step=116115, episodic_return=149.70
global_step=117116, episodic_return=27.81
global_step=118117, episodic_return=163.98
global_step=119118, episodic_return=96.45
global_step=120119, episodic_return=122.49
global_step=121120, episodic_return=42.02
global_step=122121, episodic_return=136.21
SPS: 684
global_step=123122, episodic_return=28.96
global_step=124123, episodic_return=85.06
global_step=125124, episodic_return=78.27
global_step=126125, episodic_return=113.34
global_step=127126, episodic_return=32.44
global_step=128127, episodic_return=173.67
global_step=129128, episodic_return=35.27
global_step=130129, episodic_return=132.19
SPS: 684
global_step=131130, episodic_return=171.08
global_step=132131, episodic_return=101.85
global_step=133132, episodic_return=157.39
global_step=134133, episodic_return=148.80
global_step=135134, episodic_return=165.93
global_step=136135, episodic_return=174.14
global_step=137136, episodic_return=96.94
global_step=138137, episodic_return=67.56
global_step=139138, episodic_return=183.05
SPS: 684
global_step=140139, episodic_return=90.69
global_step=141140, episodic_return=208.33
global_step=142141, episodic_return=175.35
global_step=143142, episodic_return=172.04
global_step=144143, episodic_return=37.06
global_step=145144, episodic_return=158.26
global_step=146145, episodic_return=210.88
global_step=147146, episodic_return=69.97
SPS: 684
global_step=148147, episodic_return=145.55
global_step=149148, episodic_return=106.10
global_step=150149, episodic_return=57.38
global_step=151150, episodic_return=91.13
global_step=152151, episodic_return=151.37
global_step=153152, episodic_return=63.83
global_step=154153, episodic_return=37.34
global_step=155154, episodic_return=184.54
SPS: 684
global_step=156155, episodic_return=21.26
global_step=157156, episodic_return=191.52
global_step=158157, episodic_return=207.95
global_step=159158, episodic_return=194.16
global_step=160159, episodic_return=115.52
global_step=161160, episodic_return=163.63
global_step=162161, episodic_return=102.13
global_step=163162, episodic_return=153.14
SPS: 684
global_step=164163, episodic_return=90.34
global_step=165164, episodic_return=158.29
global_step=166165, episodic_return=146.38
global_step=167166, episodic_return=204.47
global_step=168167, episodic_return=177.65
global_step=169168, episodic_return=83.84
global_step=170169, episodic_return=185.00
global_step=171170, episodic_return=59.69
SPS: 684
global_step=172171, episodic_return=63.09
global_step=173172, episodic_return=182.74
global_step=174173, episodic_return=66.29
global_step=175174, episodic_return=212.73
global_step=176175, episodic_return=164.57
global_step=177176, episodic_return=64.01
global_step=178177, episodic_return=77.72
global_step=179178, episodic_return=209.72
global_step=180179, episodic_return=170.88
SPS: 684
global_step=181180, episodic_return=113.38
global_step=182181, episodic_return=64.32
global_step=183182, episodic_return=141.85
global_step=184183, episodic_return=238.59
global_step=185184, episodic_return=52.35
global_step=186185, episodic_return=213.82
global_step=187186, episodic_return=155.31
global_step=188187, episodic_return=91.51
SPS: 684
global_step=189188, episodic_return=240.57
global_step=190189, episodic_return=156.20
global_step=191190, episodic_return=198.97
global_step=192191, episodic_return=232.47
global_step=193192, episodic_return=148.27
global_step=194193, episodic_return=43.83
global_step=195194, episodic_return=114.74
global_step=196195, episodic_return=91.72
SPS: 684
global_step=197196, episodic_return=189.74
global_step=198197, episodic_return=155.88
global_step=199198, episodic_return=204.24
global_step=200199, episodic_return=244.39
global_step=201200, episodic_return=222.96
global_step=202201, episodic_return=33.39
global_step=203202, episodic_return=61.67
global_step=204203, episodic_return=201.75
SPS: 684
global_step=205204, episodic_return=46.16
global_step=206205, episodic_return=53.48
global_step=207206, episodic_return=72.84
global_step=208207, episodic_return=115.71
global_step=209208, episodic_return=173.70
global_step=210209, episodic_return=165.36
global_step=211210, episodic_return=127.03
global_step=212211, episodic_return=195.76
SPS: 685
global_step=213212, episodic_return=155.34
global_step=214213, episodic_return=132.92
global_step=215214, episodic_return=87.85
global_step=216215, episodic_return=84.40
global_step=217216, episodic_return=152.51
global_step=218217, episodic_return=121.67
global_step=219218, episodic_return=208.02
global_step=220219, episodic_return=66.58
SPS: 685
global_step=221220, episodic_return=219.94
global_step=222221, episodic_return=128.14
global_step=223222, episodic_return=80.44
global_step=224223, episodic_return=51.94
global_step=225224, episodic_return=197.25
global_step=226225, episodic_return=249.39
global_step=227226, episodic_return=244.65
global_step=228227, episodic_return=208.54
global_step=229228, episodic_return=209.18
SPS: 685
global_step=230229, episodic_return=80.81
global_step=231230, episodic_return=206.40
global_step=232231, episodic_return=202.13
global_step=233232, episodic_return=133.24
global_step=234233, episodic_return=189.51
global_step=235234, episodic_return=114.00
global_step=236235, episodic_return=218.93
global_step=237236, episodic_return=252.48
